cell_name,sample,patient,source,cell_type,cell_subtype,cluster,cluster_annotation,complexity
14111,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,434
14131,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,311
14132,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,383
14139,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,538
14140,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,346
14141,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,342
14143,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,642
14172,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,406
14181,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,767
14190,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,381
14201,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,607
14221,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,488
14226,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,280
14228,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,345
14229,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,489
14235,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,428
14242,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,465
14281,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,414
14286,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,409
14296,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,386
14303,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,468
14305,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,453
14308,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,623
14310,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,348
14311,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,428
14319,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,715
14325,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,467
14338,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,292
14339,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,656
14351,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,416
14357,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,290
14360,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,654
14370,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,437
14373,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,338
14380,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,379
14381,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,551
14388,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,380
14396,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,433
14399,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,371
14401,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,316
14410,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,375
14412,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,391
14413,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,477
14415,BC02_NORMAL2,BC02,normal breast,T_cell,CD4 T cell,2,T:CD4+NAIVE,503
14002,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,192
14070,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,289
14104,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,481
14246,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,440
14268,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,357
14364,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,472
14376,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,3,T:CD8+NAIVE,375
13992,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,511
13993,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,199
13997,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,418
13999,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,466
14009,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,508
14011,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,292
14014,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,475
14019,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,359
14020,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,294
14034,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,394
14035,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,391
14037,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,431
14051,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,346
14053,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,419
14055,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,444
14057,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,488
14060,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,363
14068,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,307
14081,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,381
14083,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,435
14085,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,447
14086,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,452
14091,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,424
14098,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,445
14101,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,424
14102,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,441
14108,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,428
14110,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,515
14113,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,463
14127,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,865
14129,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,306
14136,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,381
14138,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,549
14147,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,613
14150,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,624
14155,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,473
14166,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,506
14209,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,250
14214,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,592
14215,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,380
14217,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,420
14218,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,349
14222,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,313
14224,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,225
14230,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,445
14234,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,449
14259,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,444
14260,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,371
14261,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,495
14271,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,555
14283,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,457
14284,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,508
14294,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,416
14306,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,353
14312,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,318
14315,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,449
14316,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,444
14320,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,292
14321,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,448
14327,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,459
14332,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,389
14341,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,486
14347,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,361
14354,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,543
14362,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,396
14371,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,556
14372,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,479
14379,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,564
14384,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,582
14385,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,648
14386,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,449
14387,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,437
14391,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,410
14392,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,531
14394,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,361
14416,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,321
14417,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,512
14420,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,347
14422,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,4,NK:CD56+16+3+NKT,577
14043,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,293
14047,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,609
14054,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,490
14082,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,324
14090,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,436
14116,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,376
14122,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,611
14123,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,388
14148,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,373
14154,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,268
14171,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,766
14198,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,271
14207,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,298
14208,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,217
14236,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,379
14248,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,316
14253,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,305
14270,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,448
14272,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,310
14293,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,452
14304,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,438
14313,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,321
14322,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,585
14324,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,254
14333,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,411
14342,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,238
14344,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,362
14349,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,482
14358,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,281
14365,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,377
14366,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,342
14374,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,480
14378,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,465
14390,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,491
14398,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,423
14403,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,491
14405,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,5,T:CD8+NAIVE,397
14185,BC02_NORMAL2,BC02,normal breast,B_cell,B cell,6,B:,618
14356,BC02_NORMAL2,BC02,normal breast,B_cell,B cell,6,B:,323
14038,BC02_NORMAL2,BC02,normal breast,B_cell,B cell,8,B:,390
14052,BC02_NORMAL2,BC02,normal breast,B_cell,B cell,8,B:,305
14197,BC02_NORMAL2,BC02,normal breast,B_cell,B cell,8,B:,374
14252,BC02_NORMAL2,BC02,normal breast,B_cell,B cell,8,B:,489
14000,BC02_NORMAL2,BC02,normal breast,NKT_cell,NKT cell,9,NKT,324
14066,BC02_NORMAL2,BC02,normal breast,NKT_cell,NKT cell,9,NKT,275
13998,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,424
14033,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,282
14044,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,407
14045,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,381
14062,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,515
14069,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,399
14074,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,440
14077,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,419
14087,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,390
14095,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,542
14105,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,386
14115,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,468
14117,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,440
14133,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,419
14137,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,305
14162,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,476
14170,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,636
14184,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,569
14239,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,397
14250,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,762
14251,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,420
14255,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,494
14262,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,488
14273,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,571
14280,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,353
14292,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,443
14300,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,418
14329,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,501
14343,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,451
14345,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,439
14353,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,703
14359,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,604
14361,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,609
14377,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,667
14393,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,590
14397,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,364
14400,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,429
14419,BC02_NORMAL2,BC02,normal breast,T_cell,CD8 T cell,11,T:CD8+EM,356
13996,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,412
14001,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,345
14005,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,475
14017,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,458
14022,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,338
14024,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,409
14025,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,853
14026,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,316
14031,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,535
14036,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,566
14042,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,488
14059,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,471
14064,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,581
14067,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,467
14071,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,349
14076,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,487
14079,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,636
14080,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,594
14103,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,532
14109,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,549
14112,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,502
14114,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,494
14124,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,482
14130,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,361
14142,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,515
14151,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,365
14153,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,634
14157,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,519
14159,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,403
14169,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,630
14173,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,556
14175,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,579
14178,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,504
14179,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,785
14180,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,506
14188,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,598
14192,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,443
14193,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,484
14195,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,419
14213,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,392
14220,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,382
14227,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,497
14238,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,536
14240,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,570
14245,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,409
14254,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,482
14256,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,489
14282,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,430
14287,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,244
14298,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,390
14301,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,378
14302,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,449
14309,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,272
14350,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,511
14368,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,475
14369,BC02_NORMAL2,BC02,normal breast,NK_cell,NK cell,12,NK:CD56+16+3+NKT,475
